id,name,url,type,is_validated,description
1350,Img to Ascii,,,TRUE,A JavaScript implementation of a image to Ascii code
1351,Immer,,,TRUE,Create the next immutable state by mutating the current one
1352,Immutable Js,,,TRUE,Immutable persistent data collections for Javascript which increase efficiency and simplicity.
1353,Impress,,,TRUE,Impressive totalitarian style Multipurpose Application Server for node.js. All decisions are made. Solutions are scaled. Tools are provided and optimized for high load. Ready for applied development and production.
1354,Impress.js,,,TRUE,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.
1355,Incubator Echarts,,,TRUE,"A powerful, interactive charting and visualization library for browser"
1356,Inferno,,,TRUE,"An extremely fast, React-like JavaScript library for building modern user interfaces"
1357,Infinity,,,TRUE,UITableViews for the web.
1358,Inject,,,TRUE,AMD and CJS dependency management in the browser
1359,Ink,,,TRUE,An HTML5/CSS3 framework used at SAPO for fast and efficient website design and prototyping
1360,Inkline,,,TRUE,Inkline is the customizable Vue.js UI/UX Library designed for creating flawless responsive websites.
1361,Inputex,,,TRUE,A javascript framework for YUI to build fields and forms.
1362,Inspire Tree,,,TRUE,Inspired Javascript Tree UI Element
1363,Instafeed.js,,,TRUE,A simple Instagram javascript plugin
1364,Intense Images,,,TRUE,"A simple library to view large images up close using simple mouse interaction, and the full screen."
1365,Interact.js,,,TRUE,"Drag and drop, resizing and multi-touch gestures with inertia and snapping for modern browsers (and also IE8+)"
1366,Intercooler Js,,,TRUE,Making AJAX as easy as anchor tags
1367,Intern,,,TRUE,A next-generation code testing stack for JavaScript.
1368,Intro.js,,,TRUE,A better way for new feature introduction and step-by-step users guide for your website and project.
1369,Inversify Js,,,TRUE,A powerful and lightweight inversion of control container  for JavaScript & Node.js apps powered by TypeScript.
1370,Invisible,,,TRUE,Invisible.js: Reusable models for the client and the server
1371,Invoice Scanner React Native,,,TRUE,Solution for Problem 1 by team codesquad for AIDL 2020. Uses ML Kit for OCR and OpenCV for image processing
1372,Ion.range Slider,,,TRUE,jQuery only range slider
1373,Ionic,,,TRUE,Advanced HTML5 Mobile App Framework. A beautiful front-end framework for developing hybrid mobile apps in HTML5. Best friends with AngularJS.
1374,Is Near,,,TRUE,Calculates if the mouse position is near to a given element.
1375,Is.js,,,TRUE,Micro check library
1376,iScroll,,,TRUE,Smooth scrolling for the web
1377,Isjs,,,TRUE,Check your data against regular expressions or known keywords.
1378,Isomer,,,TRUE,Simple isometric graphics library for HTML5 canvas
1379,Isometric,,,TRUE,JSIso - An HTML5 Canvas Tile Engine
1380,Isotope,,,TRUE,"An exquisite jQuery plugin for magical layouts. Enables filtering, sorting, and dynamic layouts."
1381,Itemslide.github.io,,,TRUE,A simple and beautiful JavaScript touch carousel
1382,Izi Modal,,,TRUE,"Elegant, responsive, flexible and lightweight modal plugin with jQuery."
1383,Izi Toast,,,TRUE,"Elegant, responsive, flexible and lightweight notification plugin with no dependencies."
1384,J Box,,,TRUE,"jBox is a powerful and flexible jQuery plugin, taking care of all your popup windows, tooltips, notices and more."
1385,J Query Context Menu,,,TRUE,jQuery contextMenu plugin & polyfill
1386,J Query Mask Plugin,,,TRUE,A jQuery Plugin to make masks on form fields and HTML elements.
1387,J Query Selectric,,,TRUE,jQuery plugin for easy manipulation and customization of HTML selects
1388,J Query Ui Slider Pips,,,TRUE,"Plugin for adding little 'pips' , 'floats' and labels to a slider."
1389,J Query.black and White,,,TRUE,Clientside grayscale images on any browser
1390,J Query.mmenu,,,TRUE,The best jQuery plugin for app look-alike on- and off-canvas menus with sliding submenus for your website and webapp.
1391,J Schema,,,TRUE,"A simple, easy to use data modeling framework for JavaScript"
1392,Jade,,,TRUE,"Jade - robust, elegant, feature rich template engine for nodejs"
1393,Jail,,,TRUE,JqueryAsynchImageLoader Plugin for jQuery
1394,Jailed,,,TRUE,Jailed - execute untrusted code with custom permissions
1395,Jasmine,,,TRUE,DOM-less simple JavaScript testing framework
1396,Jasmine Ajax,,,TRUE,jasmine-ajax - A library for faking Ajax responses in your Jasmine suite.
1397,Jasny Bootstrap,,,TRUE,The missing components for your favorite front-end framework.
1398,Java Script Load Image,,,TRUE,JavaScript Load Image is a library to load images provided as File or Blob objects or via URL. It returns an optionally scaled and/or cropped HTML img or canvas element. It also provides a method to parse image meta data to extract Exif tags and thumbnails and to restore the complete image header after resizing.
1399,Javascript Astar,,,TRUE,A* Search / Pathfinding Algorithm in Javascript
1400,Javascript State Machine,,,TRUE,A finite state machine javascript micro framework
1401,JavascriptMVC,,,TRUE,"Develop with direction! With CanJS, jQuery++, FuncUnit, Steal, DocumentJS."
1402,JayData,,,TRUE,"JayData is a unified data access library for JavaScript to CRUD data from different sources like WebSQL/SQLite, IndexedDB, MongoDb, ASP.NET WebAPI, OData, HTML5 localStorage, Facebook or YQL. The library can be integrated with KendoUI, Knockout.js, Handlebars.js or Sencha Touch 2 and can be used on Node.js as well."
1403,jCanvas,,,TRUE,A jQuery plugin that makes the HTML5 canvas easy to work with.
1404,Jcrop,,,TRUE,Jcrop (official) - Image Cropping Plugin for jQuery
1405,Jeeliz Ar,,,TRUE,JavaScript object detection lightweight library for augmented reality (WebXR demos included). It uses convolutional neural networks running on the GPU with WebGL.
1406,Jeeliz Face Filter,,,TRUE,"Javascript/WebGL lightweight face tracking library designed for augmented reality webcam filters. Features : multiple faces detection, rotation, mouth opening. Various integration examples are provided (Three.js, Babylon.js, FaceSwap, Canvas2D, CSS3D...)."
1407,Jeeliz Weboji,,,TRUE,JavaScript/WebGL real-time face tracking and expression detection library. Build your own Apple Animoji feature! SVG and THREE.js integration demos are provided.
1408,Jets.js,,,TRUE,Native CSS search engine
1409,Jexcel,,,TRUE,"jExcel | the javascript spreadsheet is a very light jquery plugin to add a excel compatible spreadsheet in your application or web based software. Create smarter apps including data tables, grid and spreasheets with this awesome jquery spreadsheet plugin. For live examples, please visit:"
1410,Jhere,,,TRUE,jHERE - Maps made easy
1411,Jimp,,,TRUE,"An image processing library written entirely in JavaScript for Node, with zero external or native dependencies."
1412,Jit,,,TRUE,The JavaScript InfoVis Toolkit provides tools for creating Interactive Data Visualizations for the Web
1413,Jmpress.js,,,TRUE,A jQuery plugin to build a website on the infinite canvas
1414,Jo,,,TRUE,"Jo is a thin (~12K) candy shell for PhoneGap apps. It's an HTML5 mobile app framework which provides UI widgets, a flexible event model, a wrapper for sound, and a light data layer. Apps are skinnable with CSS3, and work everywhere PhoneGap does... and then some, including Adobe Air and OSX (desktop and dashboard)."
1415,Joint,,,TRUE,JavaScript diagramming library
1416,Joosy,,,TRUE,"Joosy is a browser applications framework. That is based on Rails, CoffeeScript and love."
1417,Joy.js,,,TRUE,A Joyful 2D HTML5 Game Engine.
1418,Joyride,,,TRUE,jQuery feature tour plugin.
1419,jPages,,,TRUE,Client side pagination with jQuery and CSS3
1420,jPanelMenu,,,TRUE,"A jQuery plugin that creates a paneled-style menu (like the type seen in the mobile versions of Facebook and Google, as well as in many native iPhone applications)."
1421,jPlayer,,,TRUE,jPlayer : HTML5 Audio & Video for jQuery
1422,Jq Tree,,,TRUE,Tree widget for jQuery
1423,jQuery,,,TRUE,jQuery JavaScript Library
1424,jQuery Autocomplete,,,TRUE,Ajax Autocomplete for jQuery allows you to easily create autocomplete/autosuggest boxes for text input fields.
1425,jQuery Autotab,,,TRUE,A jQuery plugin that provides auto tabbing and filtering on text fields in a form
1426,jQuery Backstretch,,,TRUE,"Backstretch is a simple jQuery plugin that allows you to add a dynamically-resized, slideshow-capable background image to any page or element. The image will stretch to fit the page/element, and will automatically resize as the window/element size changes."
1427,jQuery Chained,,,TRUE,Chained Selects jQuery plugin.
1428,jQuery Dynatable,,,TRUE,"A more-fun, semantic, alternative to datatables"
1429,jQuery Easy Tabs,,,TRUE,Easy and flexible jQuery tabbed functionality without all the styling.
1430,jQuery Evergreen,,,TRUE,Small & fast DOM and event library for modern browsers.
1431,jQuery File Upload,,,TRUE,"File Upload widget with multiple file selection, drag&drop support, progress bars and preview images for jQuery. Supports cross-domain, chunked and resumable file uploads and client-side image resizing. Works with any server-side platform (PHP, Python, Ruby on Rails, Java, Node.js, Go etc.) that supports standard HTML form file uploads."
1432,jQuery Focuspoint,,,TRUE,jQuery plugin for 'responsive cropping'. Dynamically crop images to fill available space without cutting out the image's subject. Great for full-screen images.
1433,jQuery Gantt,,,TRUE,jQuery Gantt Chart
1434,Jquery Handsontable,,,TRUE,Handsontable is a minimalistic approach to Excel-like table editor in HTML & jQuery
1435,jQuery hotkeys,,,TRUE,jquery.hotkeys plugin lets you easily add and remove handlers for keyboard events anywhere in your code supporting almost any key combination. It takes one line of code to bind/unbind a hot key combination
1436,jQuery IME,,,TRUE,jQuery based input methods library
1437,jQuery Impromptu,,,TRUE,An extention to help provide a more pleasant way to spontaneously prompt a user for input.
1438,Jquery Indexeddb,,,TRUE,An IndexedDB Plugin for Jquery.
1439,jQuery Instagram,,,TRUE,Instagram jQuery plugin
1440,jQuery jKit,,,TRUE,"A very easy to use, cross platform, jQuery based UI toolkit, that's still small in size, has the features you need, and doesn't get in your way of doing things!"
1441,jQuery JSONP,,,TRUE,jquery jsonp plugin
1442,jQuery Knob,,,TRUE,"Nice, downward compatible, touchable, jQuery dial"
1443,jQuery Labelauty,,,TRUE,A lightweight and beautiful jQuery plugin for radio and checkbox inputs.
1444,jQuery Lazyload,,,TRUE,jQuery plugin for lazy loading images
1445,jQuery Local Scroll,,,TRUE,
1446,jQuery Migrate,,,TRUE,APIs and features removed from jQuery core
1447,jQuery Mobile,,,TRUE,jQuery Mobile Framework
1448,Jquery Mockjax,,,TRUE,The jQuery Mockjax Plugin provides a simple and extremely flexible interface for mocking or simulating ajax requests and responses
1449,jQuery News Ticker,,,TRUE,"An easy to use, slick and flexible news ticker plugin for jQuery."
1450,jQuery Number,,,TRUE,"Easily format numbers for display use. Replace numbers inline in a document, or return a formatted number for other uses."
1451,jQuery Pjax,,,TRUE,pushState + ajax = pjax
1452,jQuery QR Code,,,TRUE,qrcode generation standalone (doesn't depend on external services)
1453,jQuery Resizable Columns,,,TRUE,Resizable table columns for jQuery.
1454,jQuery Scroll To,,,TRUE,
1455,Jquery Sieve,,,TRUE,Sieve is a jQuery plugin allows you to quickly add an interactive search filter to any block of content.
1456,jQuery Smart Auto Complete,,,TRUE,AutoComplete plugin with smart defaults and flexibility to customize
1457,jQuery Snipe,,,TRUE,jQuery plugin to add a sniper-lens-style zoom on images
1458,jQuery Steps,,,TRUE,A powerful jQuery wizard plugin that supports accessibility and HTML5.
1459,jQuery Super Labels,,,TRUE,Give your forms a helping of awesome!
1460,jQuery Textcomplete,,,TRUE,"Introduce autocompleting power to textareas, like GitHub comment forms have."
1461,Jquery Timeago,,,TRUE,"Timeago is a jQuery plugin that makes it easy to support automatically updating fuzzy timestamps (e.g. ""4 minutes ago"")."
1462,jQuery Timepicker,,,TRUE,Adds a timepicker to jQueryUI Datepicker
1463,Jquery Tokeninput,,,TRUE,"Tokeninput is a jQuery plugin which allows your users to select multiple items from a predefined list, using autocompletion as they type to find each item. You may have seen a similar type of text entry when filling in the recipients field sending messages on facebook."
1464,jQuery Tourbus,,,TRUE,A jQuery tour/walkthrough plugin.
1465,Jquery Transit,,,TRUE,Super-smooth CSS3 transformations and transitions for jQuery
1466,jQuery treetable,,,TRUE,jQuery plugin to show a tree structure in a table
1467,Jquery UI,,,TRUE,The official jQuery user interface library.
1468,jQuery UI Touch Punch,,,TRUE,A duck punch for adding touch events to jQuery UI
1469,jQuery Validation,,,TRUE,jQuery Validation Plugin
1470,Jquery Waypoints,,,TRUE,Waypoints is a small jQuery plugin that makes it easy to execute a function whenever you scroll to an element.
1471,jQuery Webfonts,,,TRUE,jQuery based Webfonts library
1472,Jquery Zoomer,,,TRUE,Zoom up your iFrames
1473,Jquery.i18n,,,TRUE,jQuery based internationalization library
1474,jQuery.lazy,,,TRUE,"A lightweight, fast, feature-rich, powerful and highly configurable delayed content, image and background lazy loading plugin for jQuery & Zepto."
1475,jQuery.maskedinput,,,TRUE,jQuery Masked Input Plugin
1476,jQuery.mb.yt Player,,,TRUE,use a custom youtube player for a video as background on jQuery framework
1477,jQuery.nicescroll,,,TRUE,nicescroll plugin for jquery - scrollbars like iphone/ipad
1478,jQuery.panzoom,,,TRUE,A jQuery plugin for panning and zooming elements using CSS3.
1479,Jquery.payment,,,TRUE,"A general purpose library for building credit card forms, validating inputs and formatting numbers."
1480,jQuery.simple Weather,,,TRUE,A simple jQuery plugin to display current weather data for any location and doesn't get in your way. Now supports HTML5 GeoLocation!
1481,jQuery.terminal,,,TRUE,jQuery Terminal Emulator - JavaScript library for creating web-based terminals with custom commands
1482,Jquery.typer.js,,,TRUE,A simple jQuery plugin for a slick typing effect.
1483,Jquerypp,,,TRUE,jQuery's missing utils and special events
1484,Js Barcode,,,TRUE,Barcode generation library that works in both the browser and on Node.js http://lindell.me/JsBarcode
1485,Js Cache,,,TRUE,"jsCache is a javascript library that enables caching of javascripts, css-stylesheets and images using my localStorage polyfill. This is especially useful when serving your website for mobile phones, which have limited HTTP caching available, but also speeds up your site in an ordinary web browser as it saves HTTP requests and loads all files asynchronously."
1486,Js Coroutines,,,TRUE,60fps with Javascript Coroutines for idle processing and animation
1487,Js Cover,,,TRUE,JSCover is a tool that measures code coverage for JavaScript programs.
1488,Js Lingui,,,TRUE,"🌍📖 A readable, automated, and optimized (5 kb) internationalization for JavaScript"
1489,JS Movieclip,,,TRUE,A javascript little framework to animate spritesheet as AS3 movieclip
1490,Js Pdf,,,TRUE,Generate PDF files in JavaScript. HTML5 FTW.
1491,JS Plumb,,,TRUE,jQuery/MooTools/YUI3 Javascript library that lets you connect parts of your UI together.
1492,Js Quantities,,,TRUE,JavaScript library for quantity calculation and unit conversion
1493,JS Signals,,,TRUE,Custom Event/Messaging system for JavaScript inspired by AS3-Signals
1494,Js Store,,,TRUE,JsStore is an IndexedDB Wrapper. It makes IndexedDB super easy with its SQL like apis.
1495,JS xls,,,TRUE,Javascript XLS (Excel 97-2004 spreadsheet) parser and (one day) writer
1496,JS Xlsx,,,TRUE,Javascript XLSX / XLSM / XLSB (Excel 2007+) parser and (one day) writer
1497,Jsblocks,,,TRUE,Better MV-ish Framework
1498,Jscritic,,,TRUE,Quickly check how well 3rd party script behaves.
1499,jScrollPane,,,TRUE,"Pretty, customisable, cross browser replacement scrollbars"
1500,Jsface,,,TRUE,"Small, fast, elegant, powerful, and cross platform JavaScript OOP library. Support main(), singleton, super call, private, mixins, plugins, AOP and more."
1501,JSHint,,,TRUE,JSHint is a community-driven tool to detect errors in JavaScript code and enforce your team's coding conventions.
1502,Jsmediatags,,,TRUE,"Media Tags Reader (ID3, MP4, FLAC)"
1503,jsMessage,,,TRUE,"Custom messages, alerts, confirmations"
1504,Jso,,,TRUE,A javascript OAuth 2.0 library
1505,JSON 3,,,TRUE,A modern JSON implementation compatible with nearly all JavaScript platforms.
1506,JSON Editor Online,,,TRUE,"A web-based tool to view, edit and format JSON"
1507,JSON.js,,,TRUE,JSON in JavaScript
1508,Json2html,,,TRUE,"json2html is a free javascript HTML templating library with wrappers for both jQuery and Node.js. Using custom defined JSON transforms json2html will convert a set of JSON objects, such as an RSS feed into HTML."
1509,Jsperanto,,,TRUE,
1510,JsRender,,,TRUE,"A light-weight but powerful templating engine, highly extensible, without DOM or jQuery dependency."
1511,Jstat,,,TRUE,JavaScript Statistical Library
1512,jStorage,,,TRUE,jStorage is a simple key/value database to store data on browser side. As a bonus it is also a local pubsub platform to sync data between tabs/windows
1513,Jstree,,,TRUE,jquery tree plugin
1514,Jsuites,,,TRUE,"jSuites is a collection of lightweight common required javascript web components. It is composed of fully responsive vanilla plugins to help you bring the best user experience to your projects, independent of the platform. Same JS codebase across different platforms."
1515,Jsviews,,,TRUE,"Interactive data-driven views, built on top of JsRender templates"
1516,Jszip,,,TRUE,"Create, read and edit .zip files with Javascript"
1517,Jtable,,,TRUE,A JQuery plugin to create AJAX based CRUD tables.
1518,jTypes,,,TRUE,jTypes is the most comprehensive and robust JavaScript library for overcoming differential inheritance with prototype-based objects. Its lightweight yet powerful design provides web programmers on any platform or browser the ability to emulate classical inheritance where objects are defined by classes.
1519,Juggling DB,,,TRUE,"Multi-database ORM: redis, mongodb, mysql, sqlite, postgres, neo4j, memory... Many databases, common API."
1520,Jumly,,,TRUE,Rendering engine for UML diagrams in JavaScript
1521,Jump.js,,,TRUE,"A small, modern, dependency-free smooth scrolling library."
1522,Junior,,,TRUE,A front-end framework for building html5 mobile apps with a native look and feel.
1523,Justified Gallery,,,TRUE,JQuery plugin that allows you to create a gallery with a justified grid. Fill all the spaces!
1524,Juxtapose,,,TRUE,JuxtaposeJS is a JavaScript library for making before/after image sliders
1525,jVectorMap,,,TRUE,Show interactive vector maps on the web.
1526,Jwerty,,,TRUE,Awesome handling of keyboard events
1527,Kartograph.js,,,TRUE,Open source JavaScript renderer for Kartograph SVG maps
1528,Kefir,,,TRUE,A Reactive Programming library for JavaScript
1529,Kendo Ui Core,,,TRUE,Kendo UI Core
1530,Keras Js,,,TRUE,"Run Keras models in the browser, with GPU support using WebGL"
1531,Kerning.js,,,TRUE,Take control of your web typography.
1532,Keyboard Js,,,TRUE,A JavaScript library for binding keyboard combos without the pain of key codes and key combo conflicts.
1533,Keydrown,,,TRUE,A JavaScript key state handler for web apps
1534,Keymaster,,,TRUE,A simple micro-library for defining and  dispatching keyboard shortcuts. It has no dependencies.
1535,Keypress,,,TRUE,A keyboard input capturing utility in which any key can be a modifier key.
1536,Kick Js,,,TRUE,A WebGL game engine for modern web-browsers.
1537,Kimbo.js,,,TRUE,An ECMAScript 5 only-compatible JavaScript library.
1538,Kinetic Js,,,TRUE,KineticJS is an HTML5 Canvas JavaScript library that extends the 2D context by enabling canvas interactivity for desktop and mobile applications.
1539,Kiwi.js,,,TRUE,Kiwi.js is a blazingly fast mobile & desktop browser based HTML5 game framework. It uses CocoonJS for publishing to the AppStore.
1540,Klass,,,TRUE,a utility for creating expressive classes in JavaScript
1541,Knex,,,TRUE,"A query builder for PostgreSQL, MySQL and SQLite3, designed to be flexible, portable, and fun to use."
1542,Knockout,,,TRUE,"Knockout makes it easier to create rich, responsive UIs with JavaScript"
1543,Knockout Projections,,,TRUE,Knockout.js observable arrays get smarter
1544,Knwl.js,,,TRUE,A Natural Language Processor in JS
1545,Koa,,,TRUE,Expressive middleware for node.js using ES2017 async functions
1546,Konva,,,TRUE,Konva.js is an HTML5 Canvas JavaScript framework that extends the 2d context by enabling canvas interactivity for desktop and mobile applications.
1547,Kute.js,,,TRUE,"KUTE.js is a native Javascript animation engine featuring badass performance, morphSVG, drawSVG, 2D and 3D transforms, SVG transforms, colors, as well as other CSS3 properties or presentation attributes."
1548,LABjs,,,TRUE,Loading And Blocking JavaScript: On-demand parallel loader for JavaScript with execution order dependencies
1549,Laconic,,,TRUE,Sane DOM Generation
1550,Ladda,,,TRUE,Buttons with built-in loading indicators.
1551,Laxxx,,,TRUE,Simple & light weight (3kb minified & zipped) vanilla javascript plugin to create smooth & beautiful animations when you scrolllll! Harness the power of the most intuitive interaction and make your websites come alive!
1552,Layr,,,TRUE,Dramatically simplify full‑stack development
1553,Layzr.js,,,TRUE,"A small, fast, modern, and dependency-free library for lazy loading."
1554,Lazy Line Painter,,,TRUE,A jQuery plugin for SVG path animation
1555,Lazy Load Xt,,,TRUE,"Lazy load XT is a jQuery plugin for images, videos and other media"
1556,Lazy.js,,,TRUE,"Like underscore.js, but lazier"
1557,Lazyload,,,TRUE,"Tiny, dependency-free async JavaScript and CSS loader."
1558,Lazysizes,,,TRUE,"High performance and SEO friendly lazy loader for images (responsive and normal), iframes and more, that detects any visibility changes triggered through user interaction, CSS or JavaScript without configuration."
1559,Leaflet,,Library,TRUE,JavaScript library for mobile-friendly interactive maps
1560,LeapJS,,Library,TRUE,Javascript library for the Leap motion controller
1561,Length.js,,Library,TRUE,📏 JavaScript library for length units conversion.
1562,Less.js,,,TRUE,Leaner CSS
1563,Lettering.js,,,TRUE,"A lightweight, easy to use Javascript <span> injector for radical Web Typography"
1564,Libretaxi,,,TRUE,"LibreTaxi, free and open source Uber/Lyft alternative to connect passengers and drivers."
1565,Light Gallery,,,TRUE,"A lightweight, customizable, modular, responsive, lightbox gallery plugin for jQuery. :+1:"
1566,Lightcase,,,TRUE,The smart and flexible Lightbox Plugin.
1567,Lightgallery.js,,,TRUE,Full featured javascript lightbox gallery. No dependencies.
1568,Lightgl.js,,Library,TRUE,A lightweight WebGL library
1569,Lightslider,,,TRUE,JQuery lightSlider is a lightweight responsive Content slider with carousel thumbnails navigation
1570,Limejs,,,TRUE,HTML5 game framework for web and iOS
1571,Line Chart,,,TRUE,Awesome charts for AngularJS.
1572,Lining.js,,,TRUE,An easy to use javascript plugin offers you complete DOWN-TO-THE-LINE control for radical web typography.
1573,Lint Md,,,TRUE,:books: 检查中文 markdown 编写格式规范的命令行工具，基于 AST，方便集成 ci，写博客 / 文档必备。支持 API 调用！
1574,Lips,,,TRUE,Scheme based powerful lisp interpreter written in JavaScript
1575,Liquidfun,,,TRUE,2D physics engine for games
1576,List,,,TRUE,"Do you want a 3 KB (gzipped&minified) cross-browser native JavaScript that makes your plain HTML lists and tables super flexible, searchable, sortable and filterable? Yeah! Do you also want the possibility to add, edit and remove items by dead simple templating? Hell yeah!"
1577,Litegl.js,,Library,TRUE,"Lightweight Javascript WebGL library for handling Context, Meshes, Textures and Shaders. Relies on glMatrix 2.0, very easy to use."
1578,Litegraph.js,,,TRUE,"A graph node engine and editor written in Javascript similar to PD or UDK Blueprints, comes with its own editor in HTML5 Canvas2D. The engine can run client side or server side using Node. It allows to export graphs as JSONs to be included in applications independently."
1579,Lity,,,TRUE,Lightweight responsive lightbox.
1580,Livestamp.js,,,TRUE,"A simple, unobtrusive jQuery plugin that provides auto-updating timeago text to your timestamped HTML elements using Moment.js."
1581,Lmd,,,TRUE,LMD: Lazy Module Declaration. Be lazy: lazy load @ lazy init
1582,Loaders.css,,,TRUE,"Delightful, performance-focused pure css loading animations."
1583,Loaderz,,,TRUE,":zap: A very easy-to-use, blazing fast asset-loader using promises. Support older-browsers and preload images, audios and videos."
1584,Local Forage,,,TRUE,"Offline storage, improved. Wraps IndexedDB, WebSQL, or localStorage using a simple but powerful API."
1585,Local Storage,,,TRUE,A localStorage polyfill
1586,Lodash,,,TRUE,"An alternative to Underscore.js, delivering consistency, customization, performance, and extra features."
1587,Logerr,,,TRUE,"Playing with console errors, experimental project."
1588,Loglevel,,,TRUE,"Minimal lightweight logging for JavaScript, adding reliable log level methods to wrap any available console.log methods"
1589,Loki JS,,,TRUE,javascript embedded / in-memory database
1590,Loopback,,,TRUE,LoopBack makes it easy to build modern applications that require complex integrations.
1591,Lovefield,,,TRUE,"Lovefield is a relational database for web apps. Written in JavaScript, works cross-browser. Provides SQL-like APIs that are fast, safe, and easy to use."
1592,Lovli.js,,,TRUE,A boilerplate for developing react+redux applications with rethinkdb/horizon as realtime database and express for the server.
1593,Lowdb,,,TRUE,An extendable JSON database for Node and the browser powered by lodash
1594,Lozad.js,,,TRUE,"🔥  Highly performant, light ~0.9kb and configurable lazy loader in pure JS with no dependencies for responsive images, iframes and more"
1595,LScache,,Library,TRUE,A localStorage-based memcache-inspired client-side caching library.
1596,Lucia,,Library,TRUE,🙋‍♀️ 3kb library for tiny web apps
1597,Lucid Js,,Library,TRUE,"LucidJS is a chainable event emitter library. It offers several unique features such as set events, emitter piping, DOM node encapsulation, sub events, along with the usual event triggering and binding. LucidJS emitters also feature meta events that allow listening for event binding and event triggering. LucidJS works in both the browser and node.js."
1598,Lungo.js,,,TRUE,"A framework for developers who want to design, build and share cross device applications."
1599,Lunr.js,,,TRUE,"A bit like Solr, but much smaller and not as bright"
1600,Lwf,,,TRUE,LWF - Lightweight SWF
1601,Lychee JS,,,TRUE,"Environment-Independent JavaScript engine (HTML5 Canvas, V8GL, WebGL, native OpenGL, NodeJS)"
1602,LZ String,,,TRUE,LZ-based compression algorithm for JavaScript
1603,Machina.js,,,TRUE,js ex machina - finite state machines in JavaScript
1604,Mag.js,,,TRUE,MagJS - Modular Application Glue
1605,Magic,,,TRUE,CSS3 Animations with special effects
1606,Magicsuggest,,,TRUE,Multiple Selection Combo Box using Bootstrap 3
1607,Magnific Popup,,,TRUE,Light and responsive lightbox plugin with focus on performance.
1608,Mailcheck,,,TRUE,Email domain spelling suggester
1609,Maker.js,,Library,TRUE,📐⚙ Library for creating 2D vector drawings for CNC and laser cutter machines.
1610,Mapmap.js,,,TRUE,A data-driven API for interactive thematic maps
1611,Maria,,,TRUE,The MVC framework for JavaScript applications. The real MVC. The Smalltalk MVC. The Gang of Four MVC.
1612,Marilyn,,,TRUE,"Marilyn is a client side, Socket.IO driven, Pub/Sub, model layer with a query system similar to Mongoose."
1613,Mark.js,,,TRUE,"JavaScript keyword highlighting. Mark text with options for diacritics, synonyms, custom elements, custom class names, separate word search (multiple terms), filter selectors, accuracy and iframes. Also available as jQuery plugin. Compatible with DataTables."
1614,Marka,,,TRUE,Beautiful transformable icons built for the web.
1615,Markdown to Jsx,,,TRUE,"🏭 The most lightweight, customizable React markdown component."
1616,Marko,,,TRUE,Marko template engine
1617,Mask Js,,,TRUE,Zen Coding | Markup | Template | HMVC
1618,Masonry,,,TRUE,"Layout elements in a grid, like a mason fitting stones in a wall"
1619,Material Design Lite,,,TRUE,Material Design Components in HTML/CSS/JS
1620,Material Ui,,,TRUE,React components that implement Google's Material Design.
1621,Material2,,,TRUE,Material Design components for Angular
1622,Materialize,,,TRUE,"Materialize, a CSS Framework based on Material Design"
1623,Math Box.js,,Library,TRUE,MathBox is a (work in progress) library for making presentation-quality math diagrams in WebGL.
1624,Math Jax,,,TRUE,Beautiful math in all browsers
1625,Mathjs,,Library,TRUE,An extensive math library for JavaScript and Node.js
1626,Matreshka,,,TRUE,
1627,Matter JS,,,TRUE,a 2D rigid body physics engine for the web
1628,Mavo,,,TRUE,Create web applications entirely by writing HTML and CSS!
1629,Maybe,,,TRUE,Maybe is a type that wraps optional values
1630,Mdb Angular Ui Kit,,,TRUE,Angular 11 & Bootstrap 5 & Material Design 2.0 UI KIT
1631,Mdb React Ui Kit,,,TRUE,React 17 & Bootstrap 5 & Material Design 2.0 UI KIT
1632,Mdb Ui Kit,,,TRUE,Bootstrap 5 & Material Design 2.0 UI KIT
1633,Mdb Vue Ui Kit,,,TRUE,Vue 3 & Bootstrap 5 & Material Design 2.0 UI KIT
1634,Media Check,,,TRUE,Control JS with mediaqueries
1635,Mediaelement,,,TRUE,"HTML5 <audio> or <video> player with Flash and Silverlight shims that mimics the HTML5 MediaElement API, enabling a consistent UI in all browsers."
1636,Mediator.js,,,TRUE,An implementation of the mediator pattern for asynchronous events in Javascript
1637,Medium Editor,,,TRUE,Medium.com WYSIWYG editor clone.
1638,Medium Editor Insert Plugin,,,TRUE,jQuery insert plugin for MediumEditor (Medium.com WYSIWYG editor clone)
1639,Medusa,,,TRUE,The open-source Shopify alternative ⚡️
1640,Meld,,,TRUE,"AOP for JS with before, around, on, afterReturning, afterThrowing, after advice, and pointcuts"
1641,Melon JS,,,TRUE,a fresh & lightweight javascript game engine
1642,Meny,,,TRUE,A three dimensional and space effecient menu
1643,Mercury,,,TRUE,A truly modular frontend framework
1644,Mesh.js,,,TRUE,"common, streamable interface for synchronizing data"
1645,Messenger,,,TRUE,Growl-style alerts and messages for your app. #hubspot-open-source
1646,Messi,,,TRUE,A simple message plugin for jQuery
1647,Meteor,,,TRUE,"Meteor, an ultra-simple, database-everywhere, data-on-the-wire, pure-Javascript web framework."
1648,Metismenu,,,TRUE,A jQuery menu plugin
1649,Metrics Graphics,,Library,TRUE,"A library optimized for concise, principled data graphics and layouts."
